mart_3.id,mart_3.price,mart_3.district,mart_3.rooms,mart_3.total_area,mart_3.current_floor,mart_3.max_floor,mart_3.build_year,mart_3.bath,mart_3.repair,mart_3.window_type
273,4800000.0,Вешняки,,,1.0,9.0,1970.0,1 совмещенный,Косметический,На улицу и двор
274,4805000.0,Старое Крюково,,,3.0,9.0,,1 раздельный,Косметический,
275,4750000.0,Покровское-Стрешнево,,19.0,1.0,5.0,1960.0,1 совмещенный,Косметический,Во двор
276,4900000.0,Печатники,,,1.0,9.0,1973.0,1 совмещенный,Косметический,На улицу и двор
277,4800000.0,Внуковское поселение,,36.0,2.0,2.0,,1 совмещенный,Косметический,На улицу
278,4850000.0,Ново-Переделкино,,21.0,1.0,17.0,1990.0,1 совмещенный,Евроремонт,Во двор
279,5095000.0,Сосенское поселение,,23.0,5.0,14.0,2021.0,1 совмещенный,Евроремонт,Во двор
280,4950000.0,Зябликово,,,1.0,9.0,1977.0,1 совмещенный,Евроремонт,Во двор
281,4950000.0,Филимонковское поселение,,27.0,4.0,4.0,2021.0,,Без ремонта,
282,5099000.0,Измайлово,,22.0,1.0,5.0,1958.0,1 совмещенный,Косметический,
283,5000000.0,Некрасовка,,21.0,2.0,17.0,2018.0,1 совмещенный,Косметический,На улицу
284,4900000.0,Московский поселение,,,2.0,17.0,2021.0,1 совмещенный,Без ремонта,На улицу
285,4900000.0,Ново-Переделкино,,20.0,1.0,17.0,1988.0,1 раздельный,Евроремонт,
286,5340000.0,Старое Крюково,,,9.0,9.0,,1 совмещенный,Косметический,На улицу и двор
287,5250000.0,Ново-Переделкино,,24.0,1.0,17.0,1990.0,1 совмещенный,Евроремонт,Во двор
288,5200000.0,Внуковское поселение,,21.0,1.0,17.0,2013.0,1 раздельный,Косметический,
289,5200000.0,Кузьминки,,,3.0,5.0,1971.0,1 совмещенный,Евроремонт,Во двор
290,5200000.0,Люблино,,,1.0,14.0,1985.0,1 совмещенный,Косметический,Во двор
291,5250000.0,Донской,,,1.0,5.0,1957.0,1 раздельный,Без ремонта,
292,5200000.0,Северное Медведково,,,5.0,12.0,1981.0,1 совмещенный,Косметический,На улицу
293,5100000.0,Сосенское поселение,,21.0,6.0,12.0,2022.0,1 совмещенный,Без ремонта,
294,5100000.0,Измайлово,,22.0,1.0,5.0,1958.0,1 совмещенный,Косметический,
295,5200000.0,Сосенское поселение,,21.0,9.0,9.0,2022.0,1 совмещенный,Без ремонта,Во двор
296,5465000.0,Очаково-Матвеевское,,,9.0,9.0,,1 совмещенный,Евроремонт,На улицу и двор
297,5450000.0,Филимонковское поселение,,30.0,2.0,5.0,2021.0,1 совмещенный,Без ремонта,Во двор
298,5400000.0,Внуковское поселение,,23.0,1.0,19.0,2013.0,1 совмещенный,Косметический,Во двор
299,5300000.0,Ховрино,,,5.0,9.0,1974.0,,Косметический,На улицу
300,5430000.0,Чертаново Северное,,32.0,2.0,9.0,,,Евроремонт,На улицу
301,5400000.0,Нагатино-Садовники,,,1.0,8.0,1960.0,1 совмещенный,Без ремонта,На улицу
302,5350000.0,Ростокино,,32.0,1.0,5.0,1956.0,1 совмещенный,Евроремонт,Во двор
303,5300000.0,Зюзино,,,1.0,9.0,1964.0,1 совмещенный,Без ремонта,Во двор
304,5300000.0,Красносельский,,,1.0,5.0,1957.0,1 совмещенный,Дизайнерский,Во двор
305,5600000.0,Чертаново Северное,,18.0,1.0,12.0,1973.0,1 совмещенный,Косметический,Во двор
306,5600000.0,Чертаново Северное,,20.0,1.0,12.0,1973.0,1 совмещенный,Евроремонт,На улицу
307,5550000.0,Рязановское поселение,,,7.0,12.0,,1 совмещенный,Без ремонта,Во двор
308,5500000.0,Кузьминки,,,3.0,5.0,,1 совмещенный,Евроремонт,На улицу
309,5500000.0,Ховрино,,13.0,4.0,9.0,1974.0,1 совмещенный,Евроремонт,Во двор
310,5550000.0,Старое Крюково,,,5.0,9.0,,1 совмещенный,Косметический,На улицу
311,5521000.0,Старое Крюково,,,6.0,9.0,,1 раздельный,Косметический,
312,5950000.0,Соколиная гора,,20.0,4.0,4.0,,1 совмещенный,Дизайнерский,Во двор
313,5950000.0,Филимонковское поселение,,26.0,3.0,9.0,2021.0,1 совмещенный,Косметический,Во двор
314,5940000.0,Старое Крюково,,,5.0,9.0,,1 совмещенный,Косметический,На улицу
315,5899000.0,Филимонковское поселение,,28.0,2.0,5.0,2021.0,1 раздельный,Без ремонта,Во двор
316,5800000.0,Нижегородский,,,2.0,5.0,1975.0,1 совмещенный,Косметический,
317,5814000.0,Старое Крюково,,,2.0,9.0,,1 совмещенный,Косметический,На улицу
318,5790000.0,Сосенское поселение,,,7.0,10.0,2022.0,1 совмещенный,Евроремонт,Во двор
319,5799000.0,Очаково-Матвеевское,,16.0,6.0,9.0,,1 совмещенный,Евроремонт,
320,5694000.0,Очаково-Матвеевское,,,5.0,9.0,,1 совмещенный,Евроремонт,Во двор
321,5650000.0,Рязановское поселение,,,8.0,14.0,2022.0,1 раздельный,Евроремонт,
322,5700000.0,Очаково-Матвеевское,,19.0,9.0,16.0,1976.0,1 раздельный,Косметический,
323,5990000.0,Некрасовка,,20.0,18.0,18.0,,1 совмещенный,Без ремонта,На улицу и двор
324,6000000.0,Северное Медведково,,19.0,5.0,12.0,1981.0,1 совмещенный,Косметический,На улицу
325,5950000.0,Восточное Измайлово,,15.0,4.0,6.0,1952.0,1 совмещенный,Косметический,На улицу
326,6000000.0,Печатники,,20.0,1.0,9.0,1969.0,1 совмещенный,Дизайнерский,На улицу
327,6000000.0,Рязановское поселение,,23.0,9.0,17.0,,1 совмещенный,Без ремонта,Во двор
328,6000000.0,Кузьминки,,,2.0,5.0,1971.0,1 совмещенный,Косметический,Во двор
329,5900000.0,Восточное Измайлово,,15.0,4.0,6.0,1952.0,1 совмещенный,Косметический,На улицу
330,5900000.0,Рязановское поселение,,22.0,7.0,9.0,,1 совмещенный,Евроремонт,Во двор
331,5990000.0,Солнцево,,19.0,1.0,9.0,1978.0,1 совмещенный,Косметический,Во двор
332,5900000.0,Нижегородский,,,3.0,5.0,1975.0,,Дизайнерский,Во двор
333,6000000.0,Орехово-Борисово Северное,,20.0,1.0,9.0,1973.0,1 совмещенный,Евроремонт,Во двор
334,5950000.0,Рязановское поселение,,,9.0,17.0,2021.0,1 совмещенный,Косметический,
335,5999999.0,Филимонковское поселение,,,4.0,12.0,2019.0,1 совмещенный,Без ремонта,Во двор
336,5986000.0,Басманный,,,2.0,3.0,,,Евроремонт,На улицу
337,6100000.0,Коммунарка поселок,,,2.0,16.0,2022.0,1 совмещенный,Без ремонта,На улицу
338,6190000.0,Кунцево,,,3.0,3.0,,,Без ремонта,Во двор
339,6200000.0,Сосенское поселение,,19.0,11.0,16.0,2023.0,1 совмещенный,Без ремонта,На улицу
340,6100000.0,Головинский,,,9.0,9.0,,1 совмещенный,Евроремонт,На улицу
341,6150000.0,Рязановское поселение,,,5.0,12.0,,1 совмещенный,Косметический,
342,6150000.0,Филимонковское поселение,,29.0,3.0,4.0,2021.0,1 совмещенный,Евроремонт,Во двор
343,6190000.0,Рязановское поселение,,24.0,3.0,12.0,2021.0,,Косметический,
344,6100000.0,Рязановское поселение,,27.0,13.0,15.0,2021.0,1 совмещенный,Евроремонт,
345,6100000.0,Рязановское поселение,,,6.0,13.0,2021.0,1 совмещенный,Евроремонт,Во двор
346,6090000.0,Южнопортовый,,,1.0,7.0,,,Без ремонта,Во двор
347,6480000.0,Рязановское поселение,,,8.0,16.0,,1 совмещенный,Евроремонт,
348,6450000.0,Московский поселение,,,16.0,22.0,,1 совмещенный,Без ремонта,На улицу
349,6300000.0,Солнцево,,21.0,7.0,12.0,1984.0,1 совмещенный,Косметический,Во двор
350,6400000.0,ш. Рязановское,,25.0,3.0,13.0,2021.0,1 совмещенный,Евроремонт,На улицу
351,6400000.0,Щербинка,,26.0,9.0,17.0,1939.0,,Без ремонта,
352,6300000.0,ш. Рязановское,,,11.0,13.0,2021.0,1 совмещенный,Евроремонт,На улицу
353,6300000.0,Кунцево,,,7.0,25.0,,1 совмещенный,Косметический,На улицу
354,6200000.0,Филимонковское поселение,,,4.0,9.0,,1 совмещенный,Евроремонт,На улицу
355,6450000.0,Нижегородский,,14.0,3.0,5.0,1975.0,,Косметический,
356,6450000.0,Кузьминки,,,4.0,5.0,1971.0,1 совмещенный,Косметический,На улицу
357,6200000.0,Некрасовка,,20.0,5.0,21.0,,1 совмещенный,Евроремонт,Во двор
358,6200000.0,Лосиноостровский,,,3.0,5.0,,1 совмещенный,Евроремонт,На улицу и двор
359,6590000.0,Кунцево,,20.0,13.0,25.0,,,Косметический,На улицу и двор
360,6500000.0,Рязановское поселение,,29.0,11.0,14.0,2021.0,1 совмещенный,Косметический,Во двор
361,6500000.0,Сосенское поселение,,,13.0,17.0,2022.0,1 совмещенный,Без ремонта,Во двор
362,6500000.0,Московский поселение,,,10.0,22.0,2021.0,,Без ремонта,На улицу
363,6500000.0,Лосиноостровский,,,4.0,5.0,,1 совмещенный,Евроремонт,
364,6500000.0,Сосенское поселение,,,9.0,18.0,2022.0,1 совмещенный,Без ремонта,
365,6550000.0,Ломоносовский,,,1.0,8.0,1957.0,1 раздельный,Без ремонта,
366,6500000.0,Московский поселение,,,10.0,22.0,2021.0,1 совмещенный,Без ремонта,Во двор
367,6500000.0,Филимонковское поселение,,,6.0,7.0,,1 совмещенный,Евроремонт,На улицу
